-0.083875755,0.335963928,0.095994373
-1.603137148,0.564919541,
-0.779203528,0.619844942,
0.159495491,-0.842566346,
-0.099522595,0.345375306,
-0.061339218,0.19387619,
-0.284313314,0.452129282,
-1.504167027,0.582802223,
-0.028817611,0.586489411,
0.058896209,-0.083084732,
0.294712377,0.133096663,
-0.033881468,-0.30696982,
-0.050872671,0.20384678,
-0.74272334,-0.653859952,
-0.181222468,0.497594792,
-0.036376844,0.391569933,
-0.51315866,-0.009069111,
-0.347268329,0.092864956,
-0.286235562,-0.132058346,
-0.052100662,0.401993166,
